Ticker,Date,Price
IQ,2022-09-02,61.93897571048324
RS,2022-09-02,8.66495603519593
MBR,2022-09-02,3.789534930535777
YBS,2022-09-02,22.117471388189838
UKD,2022-09-02,9.8394924776986
NFCO,2022-09-02,20.874346813103077
QPNL,2022-09-02,14.849988996516913
PIDJ,2022-09-02,9.71345999683456
GRF,2022-09-02,35.3383919270345
JPAV,2022-09-02,20.35495435443755
RSNM,2022-09-02,10.8873249477251
NR,2022-09-02,21.361919300197403
QWQN,2022-09-02,8.115150783614373
DIOP,2022-09-02,9.065930617616674
LDK,2022-09-02,21.389747148766713
LMA,2022-09-02,17.028916518567623
R,2022-09-02,4.948290361032348
XVA,2022-09-02,5.614817420089619
WCV,2022-09-02,16.79432312262299
AE,2022-09-02,7.924589424821702
SRD,2022-09-02,43.699490692671915
SB,2022-09-02,27.322318664456255
ZWV,2022-09-02,29.095272561850035
UJK,2022-09-02,24.628234934059495
PWZ,2022-09-02,10.806668911102173
PETT,2022-09-02,33.500422888759175
RRK,2022-09-02,14.908129512037515
RVT,2022-09-02,30.219363360299287
NCQ,2022-09-02,17.959647496216732
KYQT,2022-09-02,16.47908862206695
MRI,2022-09-02,14.67819460003479
NMD,2022-09-02,15.327882995854758
CED,2022-09-02,25.46805651624209
IO,2022-09-02,7.979159791177116
SVOI,2022-09-02,1.2180781211964828
CJN,2022-09-02,16.008067768735128
KGQB,2022-09-02,17.029200850149362
OTN,2022-09-02,15.593302447872649
LBOR,2022-09-02,17.68873705753129
SJOH,2022-09-02,4.302610296817009
LW,2022-09-02,13.687323940309403
EDL,2022-09-02,15.999648964905301
DAMF,2022-09-02,9.471230027639592
CCSZ,2022-09-02,13.31981575998189
IUN,2022-09-02,13.157181986473232
YJEC,2022-09-02,23.3336261226986
JRJ,2022-09-02,23.79356409251224
AWZA,2022-09-02,21.109967603376937
JUXL,2022-09-02,8.915857671203588
DFCH,2022-09-02,2.6017211465599197
IEBJ,2022-09-02,2.4923134366651847
LMB,2022-09-02,16.57124117839093
YTX,2022-09-02,11.042284827037447
LUYA,2022-09-02,19.8361474319791
OTC,2022-09-02,20.399873111826302
FBCS,2022-09-02,15.599289562660188
KMTS,2022-09-02,19.393792045694052
XIOR,2022-09-02,15.659277797753491
LCN,2022-09-02,1.196691378978305
QMAI,2022-09-02,13.327958672389991
SFA,2022-09-02,12.799771830906828
YIGN,2022-09-02,16.39524455073693
PG,2022-09-02,13.300790354813063
GITR,2022-09-02,57.44576563375768
EJ,2022-09-02,15.1951677237166
HL,2022-09-02,14.645554967727584
ZOBM,2022-09-02,29.97533294317316
LEIV,2022-09-02,1.6408949654083071
BQR,2022-09-02,18.98166170904919
DYB,2022-09-02,16.902276184012877
RXOM,2022-09-02,20.66913006359193
SOVP,2022-09-02,8.989218006732987
IYLW,2022-09-02,31.232240051563146
GNEI,2022-09-02,20.260046689449787
HXG,2022-09-02,18.550418017870037
